ItemId,ReceiptId,ProductCategory,C02Impact,Price,QrCode
721,32,Thys,94.21,73.61,20
722,62,Radleigh,11.25,9.81,5
723,4,Collett,89.23,56.47,9
724,3,Plane,92.4,70.78,44
725,54,Yarrall,56.61,62.04,20
726,9,Reschke,25.64,50.76,46
727,92,Ollivier,24.76,90.81,72
728,45,Handy,9.28,26.18,67
729,84,Lockhurst,95.94,72.6,99
730,50,Joris,2.84,78.06,9
731,24,Franey,32.62,44.69,70
732,42,Giraldon,19.47,63.19,27
733,87,Quinlan,17.58,24.33,31
734,22,Tredgold,79.26,17.05,43
735,24,Franzolini,68.53,83.41,100
736,68,Girton,29.7,16.73,20
737,21,Eshelby,98.71,22.79,40
738,86,Barti,34.34,87.25,86
739,92,Borrett,28.96,93.39,83
740,75,Duiguid,44.45,23.5,23
741,53,Justice,97.82,43.18,34
742,54,Danforth,4.29,31.44,63
743,79,Giamelli,48.46,11.71,69
744,18,de Amaya,78.38,48.04,61
745,34,Duckworth,2.7,69.83,66
746,1,Yates,37.72,23.73,93
747,61,Fassan,4.9,64.33,35
748,26,Kaemena,46.47,26.07,70
749,15,Moss,86.23,26.63,97
750,37,McGlynn,39.56,62.6,34
751,41,Wrefford,58.23,99.28,13
752,88,Walduck,5.06,81.34,28
753,79,Vuittet,24.14,7.02,38
754,37,Simon,4.2,97.37,40
755,40,Stammirs,52.57,97.75,78
756,4,Shillabear,86.06,41.01,85
757,16,Juris,37.32,85.38,19
758,51,Garbott,9.69,89.34,17
759,54,Vankeev,72.25,4.15,31
760,35,Hindes,83.01,22.82,46
761,68,Harriday,54.06,16.24,59
762,78,Ducket,87.39,72.58,18
763,97,Gravenor,42.17,70.32,64
764,4,Berndsen,21.63,63.42,90
765,95,Zealander,45.71,55.47,70
766,96,Wyld,96.97,28.64,44
767,89,Warrier,31.9,28.21,7
768,3,Bedenham,88.8,70.42,11
769,22,Reeder,54.75,17.26,66
770,54,Shill,24.94,55.49,37
771,46,Druce,12.86,75.75,7
772,92,Mattiessen,60.41,94.68,17
773,60,Kubasiewicz,11.18,23.2,86
774,10,Saterweyte,14.42,49.52,34
775,99,Dunbabin,35.55,78.18,85
776,24,Sumpter,89.42,68.9,71
777,62,Spacy,63.86,3.94,25
778,44,Brownhall,99.37,54.85,37
779,3,Clere,42.18,59.84,27
780,46,Venus,55.04,88.18,27
781,38,Lancastle,4.72,21.82,3
782,98,Doogood,33.53,2.74,80
783,31,Grinston,86.82,27.2,5
784,56,Truce,36.54,30.54,65
785,31,Gillani,28.74,34.97,91
786,76,Rawlin,76.42,7.83,19
787,94,Mugridge,76.64,31.74,6
788,96,Dray,86.72,72.41,95
789,1,Kayley,39.25,86.12,85
790,90,Breeds,27.72,83.95,56
791,26,McGoogan,94.45,83.62,63
792,29,Hazeldean,17.65,19.09,75
793,7,Coult,85.22,23.09,93
794,83,Scourge,54.26,39.61,48
795,45,Kirkpatrick,56.41,34.47,97
796,46,Eburne,52.29,42.01,79
797,58,Lissandrini,44.66,16.08,60
798,34,Stubbes,34.87,96.88,64
799,20,Devigne,65.75,11.98,36
800,42,Heister,81.69,68.34,40
801,84,Nuttall,8.38,52.68,82
802,4,Prosh,35.8,38.87,14
803,41,Heibl,59.73,74.64,33
804,61,Hawick,9.95,3.57,80
805,95,Kubin,45.61,10.13,90
806,66,Coulthurst,73.13,67.52,22
807,89,Coxhead,23.21,5.69,67
808,34,Maddigan,51.66,66.04,51
809,51,Screen,62.14,48.41,56
810,86,Dietmar,91.83,39.93,17
811,76,Okill,12.66,66.51,82
812,81,McKinley,45.95,57.88,36
813,7,Speller,58.94,64.21,39
814,14,Croxon,4.59,30.3,71
815,33,Ewin,81.86,31.84,26
816,54,Firmager,22.48,16.45,78
817,34,Mundee,2.72,69.58,100
818,29,Dobbinson,73.66,88.64,78
819,28,Stormonth,52.79,28.36,11
820,86,McCaskill,77.99,83.22,61
821,80,Dodshon,79.02,61.99,55
822,83,MacGillivray,48.77,5.4,50
823,74,Cornier,99.17,72.45,68
824,70,Domney,54.38,15.29,66
825,87,Godspede,93.26,44.63,75
826,25,Baglan,4.3,83.76,26
827,8,Touret,83.92,33.52,41
828,41,Le Lievre,39.68,36.33,67
829,1,Tofanini,36.86,1.22,48
830,78,Jaggli,89.99,30.0,17
831,78,Euplate,79.63,62.92,59
832,77,Jancy,33.87,1.17,23
833,31,Scartifield,6.97,70.96,94
834,27,Brum,85.15,45.43,31
835,42,Rodwell,48.53,92.3,57
836,82,Cape,10.68,72.05,56
837,92,Callum,93.83,37.2,95
838,87,Denziloe,65.94,91.0,74
839,66,Veryan,70.34,11.39,68
840,87,Aggott,17.95,39.59,86
841,26,Kneesha,30.73,14.63,72
842,74,Trustrie,24.12,99.73,73
843,83,Gronous,43.1,7.11,8
844,68,Duhig,4.95,26.18,46
845,5,Tother,80.97,97.12,7
846,83,Smails,68.99,55.68,95
847,24,Daw,1.14,37.14,79
848,22,Taffe,46.11,37.06,13
849,82,Tuckley,91.42,67.65,12
850,47,Gemmill,16.48,98.49,61
851,36,Sebley,9.12,15.65,74
852,58,Esp,84.96,10.81,23
853,32,Britney,54.36,43.36,79
854,32,Bony,99.69,38.41,56
855,81,Greggs,43.38,76.05,75
856,46,Polglase,12.34,71.16,46
857,6,Straker,69.07,11.93,56
858,85,Pickrill,16.37,93.14,92
859,35,McKague,59.5,8.65,6
860,2,Scneider,5.02,74.16,8
861,80,D'Hooge,33.09,38.42,100
862,16,Maccrae,79.84,47.47,22
863,37,Guarin,60.6,10.27,2
864,36,Meddemmen,6.17,52.2,40
865,65,Corsor,74.49,14.71,41
866,15,Rizzetti,88.45,76.19,77
867,41,Symon,12.56,80.21,9
868,12,Heinsen,91.21,25.96,65
869,70,Stilling,49.17,36.61,61
870,86,Bengochea,83.6,89.87,67
871,28,Trayton,96.6,80.41,47
872,99,Penticost,99.4,95.43,82
873,100,Tabourel,97.95,52.46,34
874,74,Klaffs,46.88,44.39,24
875,6,Drysdale,53.57,85.79,47
876,85,Dedon,72.36,5.62,65
877,44,Hort,26.68,18.11,71
878,14,Hambridge,93.37,30.84,92
879,80,Robjents,56.71,30.88,40
880,22,Feetham,47.42,18.77,6
881,34,Holton,22.37,44.92,22
882,29,Loxly,43.95,56.13,99
883,5,Viscovi,67.2,67.92,99
884,90,Jozef,33.84,13.37,34
885,43,Drogan,36.73,31.02,58
886,35,Harriday,33.13,34.39,85
887,46,Setter,25.76,68.06,18
888,79,Marsy,4.16,25.9,29
889,56,De Cristoforo,14.43,74.76,6
890,6,Jickells,44.92,5.13,68
891,16,Dunnett,29.98,36.57,1
892,50,Baudains,2.34,6.57,56
893,59,Gecke,46.85,99.63,41
894,92,Doore,66.25,88.42,84
895,67,Leitch,36.86,79.7,42
896,14,Churly,94.78,90.76,40
897,66,Batkin,50.46,74.16,34
898,8,Cochern,63.01,63.77,75
899,71,Scarisbrick,3.86,53.99,4
900,39,Bordiss,31.62,99.99,56
901,5,Spinnace,50.05,60.05,83
902,14,Easun,74.0,96.39,62
903,26,Witherup,4.68,32.99,96
904,78,Nezey,98.89,72.23,50
905,56,Brundill,85.67,78.47,23
906,83,Bouskill,75.35,48.0,51
907,41,Olivazzi,4.96,1.71,51
908,79,Wethered,41.63,58.3,72
909,12,Manuelli,9.93,24.84,94
910,70,Burger,11.81,4.47,16
911,17,Stacey,7.47,20.49,83
912,73,Lorand,85.29,65.42,69
913,98,Novkovic,26.26,83.78,7
914,5,Mallan,15.1,88.27,93
915,21,McCauley,38.14,71.31,44
916,88,Willbond,45.44,51.79,32
917,39,Barns,39.47,38.24,78
918,17,Coventry,18.06,15.53,4
919,92,Goodisson,29.56,53.99,88
920,83,Holburn,47.2,15.64,65
921,33,Dowley,88.6,49.54,44
922,30,Pringer,14.27,92.33,99
923,44,Tomkinson,28.21,16.82,5
924,66,Dionsetto,21.72,1.86,86
925,89,Roggeman,74.02,42.44,9
926,5,Audenis,39.36,7.42,18
927,73,Battelle,90.28,83.39,50
928,72,Mortell,97.17,56.94,69
929,39,Jellman,13.93,4.48,61
930,29,Snare,68.37,45.93,41
931,89,Boulding,33.29,48.72,67
932,18,Bernardelli,1.42,12.43,61
933,33,Roxby,47.04,35.85,68
934,28,Abelovitz,92.91,74.46,35
935,64,Nesfield,4.88,78.3,15
936,100,Pepperrall,47.81,72.4,39
937,52,Danet,2.39,59.71,34
938,56,Davidove,58.13,45.11,61
939,41,Lambird,81.55,76.93,78
940,87,Kinney,91.35,42.48,11
941,79,Hurrell,70.56,53.26,15
942,66,Ennor,89.1,38.8,62
943,45,Clavey,68.89,41.76,78
944,64,Gorvin,2.65,32.98,2
945,80,Cridlon,87.21,52.98,100
946,79,Merriment,60.29,16.94,87
947,18,Robertacci,73.92,7.44,6
948,13,Files,31.14,21.61,89
949,19,Muffitt,55.72,70.37,53
950,90,Faires,95.03,84.47,28
951,3,Richardin,7.47,96.95,74
952,74,Stranahan,79.54,27.78,83
953,64,Hurtic,31.21,9.52,84
954,59,Dobell,94.77,35.41,93
955,61,Dysert,46.01,91.74,19
956,45,Stockney,91.23,56.72,60
957,8,Lawey,81.24,61.62,91
958,1,Kay,96.91,89.38,90
959,31,Simonetto,81.03,48.47,51
960,19,Krier,35.27,14.78,42
961,17,Clappison,58.66,71.48,90
962,86,Gile,60.93,7.24,12
963,57,Arminger,16.31,12.95,10
964,59,Bushe,45.4,47.32,3
965,57,Buckthorpe,79.04,79.89,62
966,31,Bultitude,87.15,11.13,37
967,63,Digweed,3.92,84.99,90
968,85,Pischof,65.24,93.71,91
969,51,Rooke,36.62,39.57,8
970,90,Older,80.32,55.05,5
971,91,Brownhill,47.84,93.09,41
972,43,Avarne,78.17,13.58,95
973,10,Yarham,20.96,1.59,83
974,87,Yoskowitz,16.39,95.69,100
975,97,Castard,53.04,86.77,19
976,43,Ivanyukov,54.42,38.61,33
977,1,Rigby,91.06,91.75,47
978,94,Tuckie,50.46,30.08,58
979,94,Owbridge,85.21,10.12,48
980,67,Harm,48.65,93.75,92
981,89,Trahear,11.79,96.18,70
982,52,Welberry,48.64,80.42,18
983,17,Sapwell,34.69,74.75,92
984,24,Cathesyed,15.17,51.77,37
985,76,Carverhill,75.08,13.54,71
986,11,Staten,19.44,48.22,58
987,55,Blanket,59.35,9.91,41
988,38,Rickard,64.84,28.12,9
989,28,Bellerby,50.92,78.17,2
990,73,Daybell,12.31,42.37,74
991,9,Hele,93.58,51.74,84
992,72,Beden,47.99,17.8,19
993,45,Rennles,5.96,15.99,67
994,49,Yockney,66.91,50.27,58
995,52,Strangward,32.01,97.0,47
996,99,Hurle,12.53,10.02,18
997,98,Vincent,42.65,17.93,11
998,3,Woolrich,56.11,25.91,94
999,38,Hagart,5.04,28.26,40
1000,38,Blacklawe,16.76,50.08,61
