ReceiptId,TransactionId,ReceiptCode,Rewards,Company,C02Impact
5,601,"",5400.36,JumpXS,9235.16
34,2,"",6696.31,Dabshots,5534.3
25,312,"",1817.09,Jabbersphere,5511.16
72,362,"",3078.42,Ooba,3877.21
48,632,"",4285.95,Kayveo,8948.37
77,341,"",5746.02,Linkbridge,7432.9
26,86,"",1411.41,Brainbox,2606.76
89,702,"",2812.59,Tagcat,4869.75
59,819,"",9268.29,Muxo,4662.38
31,608,"",5892.78,Skaboo,7871.71
39,496,"",2807.68,Linkbridge,6575.46
68,768,"",3172.19,Mudo,817.05
82,49,"",2161.25,Tagpad,6666.3
46,618,"",3565.31,Wikido,2178.57
92,217,"",4861.43,Trunyx,3924.92
28,782,"",1743.07,Browsebug,9689.1
83,319,"",9271.36,Innojam,4259.96
53,510,"",6452.28,Voomm,3864.96
1,445,"",3364.47,Eayo,4344.16
98,690,"",2653.89,Brightdog,9316.77
9,490,"",7373.33,Skyndu,197.3
11,205,"",2538.58,Eadel,1531.49
2,89,"",4348.6,Topicware,3552.37
72,28,"",374.03,Skimia,836.7
19,616,"",265.07,Topicstorm,3392.46
12,243,"",4819.86,Yombu,978.27
14,903,"",4366.12,Jabbersphere,1450.2
7,900,"",3154.27,Roomm,9226.93
98,392,"",9450.77,Jetwire,9399.65
83,779,"",2523.9,Centimia,5610.78
73,191,"",3807.59,Skinder,7026.06
67,600,"",936.48,Twitterlist,4476.6
50,792,"",8484.11,Youtags,7228.09
88,457,"",4529.05,Blogpad,4631.06
21,761,"",1934.32,Geba,417.26
34,671,"",4149.33,Topicblab,3874.94
37,108,"",659.64,Tazzy,1729.07
67,243,"",93.15,Yadel,9900.41
50,765,"",3927.83,Buzzbean,4211.48
84,185,"",5993.48,Topicware,2795.61
60,675,"",2140.18,Devify,9424.16
21,214,"",8616.4,Kamba,3687.59
52,724,"",3657.02,Realcube,4046.01
98,165,"",4183.28,Meemm,2450.2
72,926,"",568.01,Aibox,3242.64
26,10,"",9172.08,Rhycero,2004.97
78,426,"",4523.79,Babbleopia,1938.02
26,199,"",9464.44,Ozu,9478.62
35,269,"",4273.44,Topiczoom,6313.66
48,630,"",2783.76,Talane,5820.08
15,524,"",3033.43,Tagpad,4516.23
63,737,"",8774.36,Meeveo,9310.65
88,499,"",2157.28,Mynte,1930.68
24,899,"",9844.78,Kazu,5717.81
100,324,"",188.14,Trilith,1286.84
71,578,"",714.26,Zoomlounge,8811.64
1,860,"",114.06,Rhyzio,2328.68
63,424,"",7071.11,Edgepulse,2730.91
97,716,"",8259.26,Geba,3910.31
66,582,"",9507.51,Talane,5798.88
42,338,"",3303.94,Mydo,2317.11
12,773,"",5014.12,Zoomlounge,6163.73
85,478,"",9683.51,Tekfly,2140.1
88,592,"",1804.54,Yakidoo,2747.96
57,28,"",3138.72,Npath,1051.99
30,128,"",5778.44,Twimbo,2423.01
49,418,"",5179.31,Youtags,388.84
87,121,"",7165.25,Ntag,8061.73
56,871,"",3566.89,Browsetype,684.14
89,70,"",6530.89,Bluejam,4620.49
2,932,"",6337.2,Trudeo,1097.41
61,737,"",2544.85,Skipfire,7973.71
44,307,"",1512.88,Youopia,8115.05
44,883,"",4990.06,Trudeo,7876.09
25,446,"",6786.57,Mydeo,1380.94
63,183,"",156.57,Snaptags,2576.42
17,785,"",9124.21,Flashdog,7902.79
41,93,"",2946.16,Topicstorm,2307.83
81,992,"",3425.36,Topicstorm,9894.63
8,749,"",1217.4,Cogidoo,3375.9
87,280,"",974.15,Twiyo,5499.34
48,530,"",3046.48,Vimbo,9696.57
20,124,"",7752.95,Cogidoo,7436.91
78,519,"",2837.9,Twitterlist,7697.87
37,804,"",3477.07,Twimbo,3385.87
72,43,"",3957.5,Aimbo,993.89
75,903,"",3673.86,Yodoo,4613.16
60,79,"",5942.36,Edgepulse,7216.18
87,513,"",4878.1,Bubblemix,1569.97
94,808,"",8375.18,Zoombox,5947.7
86,40,"",960.64,Livetube,8340.04
50,49,"",2087.34,Jaxworks,6748.11
58,986,"",4148.57,Oyoyo,6336.21
42,931,"",6205.53,Eayo,5573.11
52,309,"",6645.2,Zava,6527.94
26,66,"",1076.18,Tagopia,1738.57
29,527,"",3196.55,Devcast,5273.38
35,127,"",5185.09,Skippad,8920.12
65,735,"",4377.52,Jetpulse,3114.73
36,443,"",429.6,Jabbertype,1901.75
43,581,"",3031.73,Meevee,1884.49
62,919,"",3482.18,Dabfeed,7711.14
63,676,"",2386.21,Podcat,372.88
92,726,"",4501.87,Edgetag,2735.29
80,111,"",2571.23,Thoughtstorm,1843.53
21,848,"",1621.95,Ntag,9796.28
52,359,"",6627.89,Linkbridge,462.4
7,152,"",1605.01,Twitternation,9759.72
81,336,"",9204.39,Feedfish,4108.74
87,591,"",5254.39,Feedbug,6266.9
95,974,"",2189.91,Fiveclub,5691.68
12,758,"",2961.13,Realcube,322.63
92,842,"",531.77,Yabox,4216.31
52,763,"",8659.53,Browsetype,6542.29
76,91,"",7097.21,Roodel,948.74
15,554,"",2110.38,Gabspot,677.89
92,985,"",200.46,Jabbersphere,7909.79
82,526,"",5035.55,Jaxnation,6251.92
53,697,"",9436.39,Rhynyx,9179.68
38,899,"",4536.09,Twitterwire,8993.41
15,515,"",1551.97,Fiveclub,8021.34
8,951,"",5988.26,Dabvine,3574.15
92,440,"",4043.76,Camimbo,1854.35
96,452,"",299.95,Tagfeed,113.04
50,583,"",2377.28,Izio,2117.81
46,297,"",2362.99,Skynoodle,8119.09
53,168,"",465.21,Latz,1222.06
36,566,"",4596.64,Brainlounge,1365.3
98,47,"",4177.64,Oyonder,5525.9
95,32,"",4562.55,Npath,1288.89
30,397,"",6148.29,Ainyx,3673.39
60,806,"",6141.76,Yakidoo,718.84
30,687,"",127.31,Tagfeed,968.79
32,181,"",63.0,Flipopia,2345.69
44,769,"",9998.22,Tagfeed,393.25
19,914,"",3359.12,Vitz,8040.25
10,182,"",4937.84,Yoveo,6159.82
97,402,"",6115.3,Kimia,502.74
76,382,"",6390.56,Kwideo,7961.3
10,390,"",695.8,Blogtag,5821.19
6,75,"",7720.21,Voonder,8832.91
63,835,"",8568.62,Feedfish,9391.25
91,12,"",8643.17,Flashpoint,9943.24
28,221,"",5667.37,Skidoo,9318.24
31,739,"",8729.44,Vinte,2047.05
68,199,"",3162.68,Kazio,7338.2
29,407,"",2979.56,Plajo,9850.73
79,705,"",7776.72,Voomm,7204.42
45,402,"",4653.38,Topdrive,7708.27
31,651,"",7131.11,Edgeblab,1407.75
93,875,"",5757.73,Riffpath,7381.73
11,497,"",1209.08,Blogpad,5976.67
85,501,"",9270.08,Leexo,2925.11
5,63,"",2652.92,Flipstorm,5064.43
30,98,"",9403.48,Skyvu,2525.07
28,166,"",858.17,Voolia,364.23
28,244,"",3587.08,Latz,9617.79
68,846,"",3116.24,Wikizz,9790.46
84,40,"",9006.37,Camido,8816.73
97,722,"",6187.31,Fanoodle,1246.86
69,959,"",4550.19,Vitz,832.16
98,781,"",8397.17,Trupe,7171.0
25,985,"",9675.18,Skajo,6641.47
69,909,"",8146.75,Zoonder,5371.07
37,414,"",7949.51,Avavee,693.32
41,4,"",583.98,Feednation,5000.69
82,681,"",5950.91,Voonte,4054.2
34,577,"",8494.53,Feedspan,5196.18
66,837,"",9547.75,Twimm,3267.69
41,990,"",729.78,Skipfire,2523.46
43,851,"",832.73,DabZ,2223.43
38,530,"",6073.65,Pixoboo,7462.58
68,883,"",2809.49,Linktype,5800.48
15,194,"",6175.59,Yoveo,7262.26
72,815,"",4657.58,Quinu,1835.89
12,836,"",5160.58,Viva,4100.68
48,636,"",9490.54,Devpoint,4802.89
50,715,"",9496.69,Jabbersphere,2304.95
70,97,"",6452.14,Avamba,8681.93
68,670,"",5074.07,Skinder,8435.46
71,281,"",3321.47,Topiclounge,3654.97
79,735,"",246.3,Realpoint,3653.92
10,645,"",9004.5,Avamm,5593.64
24,883,"",1068.72,Zoonder,733.25
90,671,"",8577.07,Zooxo,1330.87
32,131,"",9776.64,Skimia,3511.96
79,681,"",2062.02,Brainverse,9007.31
82,549,"",2582.47,Jetwire,8868.97
60,509,"",549.37,Tazz,933.89
77,720,"",3159.23,Buzzster,362.56
85,572,"",7153.81,Wikizz,355.27
90,269,"",6223.73,Brainlounge,2829.19
20,473,"",7703.16,Pixope,5166.38
77,629,"",6039.74,Riffpath,7561.84
33,161,"",1946.65,Centizu,1705.04
39,898,"",5099.57,Centizu,4991.49
34,356,"",1740.27,InnoZ,8942.02
44,579,"",9074.83,Tavu,7940.14
98,629,"",1057.07,Pixoboo,208.11
58,470,"",7389.64,Twimbo,7078.88
70,60,"",5417.59,Twinder,1870.88
68,640,"",5703.11,Yambee,8608.91
68,791,"",5566.34,Skilith,9682.11
60,527,"",9192.06,Layo,73.46
27,878,"",2027.7,Jayo,5061.76
98,515,"",48.92,Brainverse,5372.73
74,557,"",8218.79,Gabtune,8859.61
86,203,"",463.57,Edgetag,9292.5
49,381,"",9912.08,Cogibox,9609.35
70,755,"",8866.25,Oyonder,6739.65
69,964,"",141.09,Demizz,953.86
31,648,"",2609.75,Tavu,1713.8
86,318,"",1963.18,Tekfly,4993.59
60,203,"",4856.82,Thoughtsphere,2661.76
19,502,"",274.8,Fadeo,1598.04
30,189,"",4424.19,Skyble,4863.51
86,185,"",3032.64,Mudo,1503.26
49,148,"",9102.61,Rhycero,5763.01
84,213,"",8.7,Jaxspan,5953.73
91,70,"",9169.21,Thoughtworks,1038.84
75,306,"",596.06,Gabvine,4859.88
26,229,"",8804.7,Tagchat,3557.72
42,539,"",7691.66,Realcube,9700.71
10,554,"",6962.14,Wordtune,5197.87
4,315,"",6074.36,Chatterbridge,8259.95
4,821,"",3259.02,Youfeed,9039.83
54,472,"",3188.57,Fadeo,4538.87
26,595,"",5535.04,Rhybox,3324.85
73,796,"",8723.13,Vinder,8655.29
53,618,"",8469.49,Skaboo,2996.12
33,556,"",7316.86,Quimm,7949.72
92,728,"",6030.88,Trudoo,9913.74
30,411,"",2180.23,Tekfly,8337.33
42,219,"",5686.33,Skinder,475.23
84,647,"",6551.08,Eamia,2179.31
39,647,"",6783.24,Linkbuzz,4306.55
81,665,"",2176.66,Dablist,858.19
6,859,"",1055.47,Twitterwire,2395.4
8,874,"",2580.91,Flashset,186.88
10,53,"",779.67,Eidel,1329.88
27,196,"",873.74,Agimba,5515.36
31,834,"",3534.61,Brainsphere,8322.61
54,349,"",1235.82,Edgepulse,8470.76
100,384,"",5808.91,Flashdog,1924.58
73,51,"",3391.24,Zava,8702.99
83,669,"",8583.27,Avamba,7559.11
7,535,"",5228.4,Skalith,8600.94
51,381,"",9524.64,Eamia,9306.37
22,760,"",7125.61,Topicstorm,2716.56
24,392,"",9962.08,Myworks,5527.58
19,174,"",808.55,Voonder,3996.21
64,780,"",794.89,Feedmix,4732.78
8,551,"",7388.29,Photobug,8418.26
71,970,"",1035.66,Zooveo,1976.09
71,255,"",4680.01,Flashdog,7352.89
17,660,"",2323.47,Yodel,434.22
77,205,"",6627.1,Pixope,795.3
24,518,"",2935.47,Rhybox,924.38
71,687,"",3485.68,JumpXS,5491.25
25,920,"",8542.18,Katz,5293.64
53,647,"",6287.55,Edgewire,8934.11
57,900,"",4599.76,Yambee,9400.01
1,362,"",7918.9,Gabcube,541.13
4,988,"",5787.6,Yamia,7728.36
43,26,"",3502.29,Dabfeed,5496.8
76,831,"",9032.41,Yakidoo,9565.59
9,582,"",1763.88,Divape,4845.38
86,834,"",2842.87,Chatterbridge,1758.69
85,795,"",9944.09,Yotz,8586.18
27,353,"",5911.85,Centidel,4881.99
76,934,"",4077.25,Kare,8234.58
52,245,"",6767.15,Eire,1906.45
79,122,"",7945.96,JumpXS,5679.46
37,356,"",969.33,Twitterbeat,8989.38
11,508,"",6136.3,Jazzy,164.03
43,952,"",8629.02,Dabtype,9565.71
34,270,"",5264.67,Devpulse,8788.69
20,716,"",4619.46,Trilith,3977.77
76,670,"",4128.57,Tagfeed,5201.37
46,739,"",6451.8,Eimbee,102.21
9,422,"",2210.6,Mita,2797.09
95,305,"",5405.98,Topicblab,2125.65
91,838,"",7648.59,Lazz,4453.95
88,98,"",3441.17,Lazz,1121.11
43,552,"",6002.19,Brightdog,6276.78
43,987,"",2773.21,Chatterpoint,6782.5
67,656,"",1665.63,Edgeclub,5381.0
98,350,"",5338.18,Oloo,285.85
33,242,"",6325.72,Yacero,9141.88
92,537,"",6883.1,Thoughtbridge,6978.14
52,446,"",1932.35,JumpXS,7093.85
92,841,"",6176.47,Fanoodle,8472.4
32,472,"",9807.15,Tanoodle,2077.03
53,714,"",3443.95,Oyondu,8200.6
32,521,"",3104.51,Eare,5570.25
95,25,"",5444.47,Kimia,9250.78
62,48,"",398.43,Oba,8351.3
45,758,"",1952.92,Chatterbridge,5037.55
81,257,"",6119.84,Flashset,2550.82
56,240,"",8773.0,Quimba,2326.84
92,672,"",5212.11,Janyx,7588.48
5,605,"",7911.19,Flashspan,2479.69
17,989,"",1894.74,Lazz,1598.59
26,860,"",5003.19,Skinte,9398.09
75,130,"",6317.53,Skyba,4617.2
53,263,"",8785.99,Jetpulse,3865.7
21,542,"",6997.64,Shuffledrive,849.87
7,363,"",9154.8,Topiczoom,2506.25
28,567,"",1758.98,Topdrive,915.93
28,990,"",4162.22,Browsecat,8181.38
5,726,"",3675.64,Skiba,4317.71
54,832,"",660.3,Divape,3442.22
89,74,"",3516.68,Buzzbean,6017.56
75,559,"",2607.52,Bubblemix,5555.82
15,393,"",8116.86,LiveZ,9749.62
7,864,"",7621.42,Dynazzy,6280.19
22,544,"",8803.81,Thoughtblab,8809.33
46,765,"",1648.87,Feedmix,8313.95
8,704,"",9471.95,Jabberbean,1855.02
37,404,"",1266.06,Riffpath,3542.51
65,459,"",1332.91,Oba,702.98
97,719,"",6352.14,Agimba,9401.89
81,313,"",1907.0,Jabbertype,7864.2
31,16,"",2824.74,Mycat,4833.68
24,378,"",2719.29,Oyoloo,9248.26
13,726,"",6654.96,Skyble,8520.06
46,172,"",1227.01,Skyble,1399.98
78,289,"",7216.45,Livepath,2443.01
99,255,"",8081.04,Trupe,8084.98
83,113,"",3608.95,Divape,7517.85
11,753,"",3888.2,Devcast,4731.1
53,671,"",1936.53,Topicshots,5623.74
40,488,"",8208.3,Devpulse,8537.21
45,499,"",6385.6,Twitternation,7244.7
36,102,"",8382.92,Dabshots,9763.44
94,995,"",9548.98,Livefish,3029.27
24,85,"",8140.71,Gabcube,8072.34
98,456,"",9189.68,Mudo,4073.52
63,818,"",3741.08,Realfire,3043.94
47,709,"",483.05,Meeveo,8522.91
33,491,"",7271.08,Vidoo,9400.11
47,460,"",4106.02,Dabtype,7128.95
44,247,"",4841.04,Flipbug,727.34
12,160,"",4368.27,Browsezoom,9100.24
87,569,"",3192.23,Twinder,1707.97
26,688,"",5908.92,Kazio,8872.21
55,1000,"",2490.54,Tagpad,9476.21
28,863,"",4629.14,Dabjam,9967.67
95,422,"",5570.71,Skinte,5724.67
91,719,"",3342.95,Zoomdog,2072.58
63,454,"",9443.07,Meeveo,6603.3
14,286,"",193.79,Voolith,1800.75
24,518,"",5564.78,Eazzy,446.6
